					
9	blackboard	黑板		1	英语
10	book	书		1	英语
16	close	关上，合上		1	英语
17	come in	进来		1	英语
23	door	门		1	英语
39	in class	在上课		1	英语
42	listen to	听		1	英语
49	Mr	先生		1	英语
58	open	开，打开		1	英语
62	parrot	鹦鹉		1	英语
69	please	请		1	英语
71	rubber	橡皮		1	英语
78	Sit down.	坐下。		1	英语
81	sorry	对不起		1	英语
82	Stand up.	起立。		1	英语
85	the	这个，这些，那个，那些		1	英语
103	window	窗户		1	英语
118	window	窗户		1	英语
24	drink	喝		2	英语
26	eat	吃		2	英语
29	English	英语		2	英语
35	here	这里，在这里		2	英语
38	in	在......里		2	英语
41	library	图书馆		2	英语
48	milk	牛奶		2	英语
73	run	跑，跑步		2	英语
76	shh	嘘		2	英语
77	shout	喊，叫		2	英语
80	sleep	睡觉		2	英语
83	talk	说话，谈话		2	英语
106	your	你的，你们的		2	英语
121	your	你的，你们的		2	英语
20	crayon	蜡笔		3	英语
45	lunch box	午餐盒		3	英语
61	over there	在那里		3	英语
64	pen	钢笔		3	英语
65	pencil	铅笔		3	英语
66	pencil case	铅笔盒，铅笔袋		3	英语
72	ruler	尺		3	英语
74	schoolbag	书包		3	英语
101	where	在哪里		3	英语
116	where	在哪里		3	英语
5	beautiful	漂亮的，美丽的		4	英语
7	behind	在......后面		4	英语
8	bird	鸟		4	英语
13	chair	椅子		4	英语
21	desk	课桌，书桌		4	英语
34	guess	猜，猜测		4	英语
54	oh	哦，啊		4	英语
56	on	在......上面		4	英语
57	one	一		4	英语
89	three	三		4	英语
90	tree	树		4	英语
93	two	二		4	英语
94	under	在......下面		4	英语
105	wow	哇，呀		4	英语
109	two	二		4	英语
110	under	在......下面		4	英语
120	wow	哇，呀		4	英语
27	eight	八		5	英语
31	five	五		5	英语
32	four	四		5	英语
36	How old are you?	你多大？		5	英语
40	It’s time for ...	是......的时候了。		5	英语
43	lovely	可爱的		5	英语
46	Make a wish.	许个愿吧。		5	英语
52	nine	九		5	英语
60	out	出局		5	英语
70	right	对的，正确的		5	英语
75	seven	七		5	英语
79	six	六		5	英语
84	ten	十		5	英语
96	want	想要，想		5	英语
99	What a nice cake!	多么漂亮的蛋糕啊！		5	英语
112	want	想要，想		5	英语
4	bag	包，书包		6	英语
6	bed	床		6	英语
12	breakfast	早餐，早饭		6	英语
15	class	课，上课		6	英语
22	dinner	晚餐，晚饭		6	英语
28	eleven	十一		6	英语
37	Hurry up.	快点。		6	英语
44	lunch	午餐，午饭		6	英语
50	mum	妈妈		6	英语
53	o’clock	⋯⋯点钟		6	英语
55	OK	好，行		6	英语
86	these	这些		6	英语
91	twelve	十二		6	英语
95	wake up	醒，醒来		6	英语
100	What time is it?	几点了？		6	英语
107	twelve	十二		6	英语
111	wake up	醒，醒来		6	英语
115	What time is it?	几点了？		6	英语
1	apple	苹果		7	英语
14	chicken	鸡		7	英语
19	cow	奶牛		7	英语
25	duck	鸭子		7	英语
30	farm	农场		7	英语
59	orange	橙子		7	英语
63	pear	梨		7	英语
67	picture	图画，照片		7	英语
68	pig	猪		7	英语
87	they	他们，她们，它们		7	英语
88	those	那些		7	英语
98	Welcome to ...	欢迎来到⋯⋯		7	英语
102	who	谁		7	英语
114	Welcome to ...	欢迎来到⋯⋯		7	英语
117	who	谁		7	英语
2	aunt	姑母，姨母，伯母，婶母，舅母		8	英语
3	baby	婴儿，宝宝		8	英语
11	boy	男孩		8	英语
18	cousin	堂兄（弟），堂姐（妹），表兄（弟），表姐（妹）		8	英语
33	girl	女孩		8	英语
47	man	男人，人		8	英语
51	name	名字		8	英语
92	twin	双胞胎之一		8	英语
97	we	我们		8	英语
104	woman	妇女，女人		8	英语
108	twin	双胞胎之一		8	英语
113	we	我们		8	英语
119	woman	妇女，女人		8	英语
122	乌黑	wūhēi		2	语文
123	活泼	huópō		2	语文
124	春日	chūnrì		2	语文
125	轻风	qīngfēng		2	语文
126	吹拂	chuīfú		2	语文
127	洒落	sǎluò		2	语文
128	赶集	gǎnjí		2	语文
129	聚拢	jùlǒng		2	语文
130	形成	xíngchéng		2	语文
131	加入	jiārù		2	语文
132	春光	chūnguāng		2	语文
133	湖面	húmiàn		2	语文
134	偶尔	ǒuěr		2	语文
135	闲散	xiánsǎn		2	语文
136	纤细	xiānxì		2	语文
137	荷花	héhuā		3	语文
138	清香	qīngxiāng		3	语文
139	圆盘	yuánpán		3	语文
140	花瓣	huābàn		3	语文
141	莲蓬	liánpéng		3	语文
142	破裂	pòliè		3	语文
143	姿势	zīshì		3	语文
144	眼前	yǎnqián		3	语文
145	本领	běnlǐng		3	语文
146	仿佛	fǎngfú		3	语文
147	随风	suífēng		3	语文
148	飘动	piāodòng		3	语文
149	舞蹈	wǔdǎo		3	语文
150	停止	tíngzhǐ		3	语文
151	国王	guówáng		6	语文
152	骄傲	jiāoào		6	语文
153	傲慢	àomàn		6	语文
154	谦虚	qiānxū		6	语文
155	懦弱	nuòruò		6	语文
156	神气	shénqì		6	语文
157	住嘴	zhùzuǐ		6	语文
158	相提并论	xiāngtíbìnglùn		6	语文
159	王朝	wángcháo		6	语文
160	尘土	chéntǔ		6	语文
161	惊讶	jīngyà		6	语文
162	光洁	guāngjié		6	语文
163	美观	měiguān		6	语文
164	古代	gǔdài		6	语文
165	价值	jiàzhí		6	语文
166	动手	dòngshǒu		6	语文
167	池塘	chítáng		7	语文
168	痛快	tòngkuài		7	语文
169	倒映	dàoyìng		7	语文
170	欣赏	xīnshǎng		7	语文
171	匀称	yúnchèn		7	语文
172	精美	jīngměi		7	语文
173	别致	biézhì		7	语文
174	没精打采	méijīngdǎcǎi		7	语文
175	机灵	jīlíng		7	语文
176	哎呀	āiyā		7	语文
177	狮子	shīzi		7	语文
178	机会	jīhuì		7	语文
179	叹气	tànqì		7	语文
180	造纸术	zàozhǐshù		10	语文
181	伟大	wěidà		10	语文
182	记录	jìlù		10	语文
183	保存	bǎocún		10	语文
184	大约	dàyuē		10	语文
185	吸收	xīshōu		10	语文
186	经验	jīngyàn		10	语文
187	原料	yuánliào		10	语文
188	满足	mǎnzú		10	语文
189	朝鲜	zhāoxiān		10	语文
190	半岛	bàndǎo		10	语文
191	日本	rìběn		10	语文
192	阿拉伯	ālābó		10	语文
193	欧洲	ōuzhōu		10	语文
194	社会	shèhuì		10	语文
195	赵州桥	zhàozhōuqiáo		11	语文
196	石匠	shíjiàng		11	语文
197	设计	shèjì		11	语文
198	创举	chuàngjǔ		11	语文
199	冲击	chōngjī		11	语文
200	节省	jiéshěng		11	语文
201	不但	bùdàn		11	语文
202	而且	érqiě		11	语文
203	各自	gèzì		11	语文
204	似乎	sìhū		11	语文
205	体现	tǐxiàn		11	语文
206	人民	rénmín		11	语文
207	智慧	zhìhuì		11	语文
208	才干	cáigàn		11	语文
209	历史	lìshǐ		11	语文
210	争奇斗艳	zhēngqídǒuyàn		13	语文
211	芬芳	fēnfāng		13	语文
212	迷人	mírén		13	语文
213	艳丽	yànlì		13	语文
214	睡莲	shuìlián		13	语文
215	醒来	xǐnglái		13	语文
216	万寿菊	wànshòujú		13	语文
217	欣然	xīnrán		13	语文
218	苏醒	sūxǐng		13	语文
219	含笑	hánxiào		13	语文
220	展示	zhǎnshì		13	语文
221	昆虫	kūnchóng		13	语文
222	修建	xiūjiàn		13	语文
223	组成	zǔchéng		13	语文
224	蜜蜂	mìfēng		14	语文
225	辨认	biànrèn		14	语文
226	能力	nénglì		14	语文
227	阻力	zǔlì		14	语文
228	将近	jiāngjìn		14	语文
229	包括	bāokuò		14	语文
230	检查	jiǎnchá		14	语文
231	迷失	míshī		14	语文
232	准确	zhǔnquè		14	语文
233	无误	wúwù		14	语文
234	尽管	jǐnguǎn		14	语文
235	沿途	yántú		14	语文
236	陌生	mòshēng		14	语文
237	确实	quèshí		14	语文
238	记忆	jìyì		14	语文
239	本能	běnnéng		14	语文
240	宇宙	yǔzhòu		16	语文
241	星空	xīngkōng		16	语文
242	流淌	liútǎng		16	语文
243	秘密	mìmì		16	语文
244	楼梯	lóutī		16	语文
245	相遇	xiāngyù		16	语文
246	铃声	língshēng		16	语文
247	万物	wànwù		16	语文
248	乘法	chéngfǎ		16	语文
249	思绪	sīxù		16	语文
250	形状	xíngzhuàng		17	语文
251	狐狸	húlí		17	语文
252	担心	dānxīn		17	语文
253	丁零	dīnglíng		17	语文
254	失望	shīwàng		17	语文
255	背包	bēibāo		17	语文
256	巧克力	qiǎokèlì		17	语文
257	香肠	xiāngcháng		17	语文
258	面包	miànbāo		17	语文
259	花生	huāshēng		17	语文
260	牛奶	niúnǎi		17	语文
261	继续	jìxù		17	语文
262	饭菜	fàncài		17	语文
263	排骨	páigǔ		17	语文
264	抬头	táitóu		17	语文
265	麻烦	máfán		17	语文
266	水墨画	shuǐmòhuà		18	语文
267	垂柳	chuíliǔ		18	语文
268	钓竿	diàogān		18	语文
269	扑腾	pūténg		18	语文
270	扇动	shàndòng		18	语文
271	戏耍	xìshuǎ		18	语文
272	拨动	bōdòng		18	语文
273	浪花	lànghuā		18	语文
274	葫芦	húlú		18	语文
275	松树	sōngshù		18	语文
276	清爽	qīngshuǎng		18	语文
277	松针	sōngzhēn		18	语文
278	蘑菇	mógū		18	语文
279	大师	dàshī		19	语文
280	表弟	biǎodì		19	语文
281	胆小	dǎnxiǎo		19	语文
282	姑父	gūfù		19	语文
283	理发	lǐfā		19	语文
284	欢迎	huānyíng		19	语文
285	仇人	chóurén		19	语文
286	摆布	bǎibù		19	语文
287	双倍	shuāngbèi		19	语文
288	过年	guònián		19	语文
289	央求	yāngqiú		19	语文
290	虽然	suīrán		19	语文
291	天分	tiānfēn		19	语文
292	电灯泡	diàndēngpào		19	语文
293	肥皂泡	féizàopào		20	语文
294	种类	zhǒnglèi		20	语文
295	其中	qízhōng		20	语文
296	网球	wǎngqiú		20	语文
297	透明	tòumíng		20	语文
298	分裂	fēnliè		20	语文
299	形式	xíngshì		20	语文
300	圆满	yuánmǎn		20	语文
301	轻悠悠	qīngyōuyōu		20	语文
302	飞越	fēiyuè		20	语文
303	婴儿	yīngér		20	语文
304	目送	mùsòng		20	语文
305	希望	xīwàng		20	语文
306	奇妙	qímiào		22	语文
307	呈现	chéngxiàn		22	语文
308	变幻	biànhuàn		22	语文
309	群星	qúnxīng		22	语文
310	奇迹	qíjì		22	语文
311	诱人	yòurén		22	语文
312	圆润	yuánrùn		22	语文
313	感叹	gǎntàn		22	语文
314	光芒	guāngmáng		22	语文
315	冰柱	bīngzhù		22	语文
316	锋利	fēnglì		22	语文
317	刀剑	dāojiàn		22	语文
318	普通	pǔtōng		22	语文
319	模型	móxíng		22	语文
320	存在	cúnzài		22	语文
321	海底	hǎidǐ		23	语文
322	宁静	níngjìng		23	语文
323	器官	qìguān		23	语文
324	行进	xíngjìn		23	语文
325	海参	hǎishēn		23	语文
326	攻击	gōngjī		23	语文
327	反推力	fǎntuīlì		23	语文
328	迅速	xùnsù		23	语文
329	后退	hòutuì		23	语文
330	轮船	lúnchuán		23	语文
331	长途	chángtú		23	语文
332	石油	shíyóu		23	语文
333	天然气	tiānránqì		23	语文
334	火烧云	huǒshāoyún		24	语文
335	晚饭	wǎnfàn		24	语文
336	胡子	húzǐ		24	语文
337	金灿灿	jīncàncàn		24	语文
338	凶猛	xiōngměng		24	语文
339	接着	jiēzháo		24	语文
340	威武	wēiwǔ		24	语文
341	镇静	zhènjìng		24	语文
342	性子	xìngzǐ		25	语文
343	布料	bùliào		25	语文
344	交货	jiāohuò		25	语文
345	笑话	xiàohuà		25	语文
346	大方	dàfāng		25	语文
347	夸奖	kuājiǎng		25	语文
348	道理	dàolǐ		25	语文
349	实在	shízài		25	语文
350	提前	tíqián		25	语文
351	服务	fúwù		25	语文
352	衬衫	chènshān		25	语文
353	负责	fùzé		25	语文
354	名声	míngshēng		25	语文
355	手艺	shǒuyì		25	语文
356	感动	gǎndòng		25	语文
357	里屋	lǐwū		27	语文
358	莫非	mòfēi		27	语文
359	厉害	lìhài		27	语文
360	发抖	fādǒu		27	语文
361	松手	sōngshǒu		27	语文
362	跟前	gēnqián		27	语文
363	甘心	gānxīn		27	语文
364	疲倦	*		30	语文
